date,username,tweet,polarity
2021-11-11,lildinda4real,bagai informasi permendikbudristek misi berantas dosa didik masuk program merdeka ajar tuju merdeka ajar cipta profil ajar pancasila profil ajar pancasila paling pertama iman takwa kepada tuhan yang maha esa akhlak mulia,1
2021-11-11,n1ckeff,merdeka ajar episode kampus merdeka keras seksualbukan legal seks bebastapi lindung tangan keras seksual lingkung kampus,1
2021-11-11,usakti_official,berita feb usakti kunjung uii yogyakata canang program merdeka ajar kampus merdeka mbkm,2
2021-11-11,perpusdikbud,kindai etam jurnal teliti arkeologi terbit karya tulis ilmiah upa hasil teliti ulas review kaji arkeologi jurnal dapat akses,1
2021-11-11,bpmp_gorontalo,lengkap,2
2021-11-11,Andika_CJ,now am intrigued apa mau mereka kejar apa program merdeka ajar,2
2021-11-11,disdik_crbkab,selamat hari pahlawan tentu kalian ingat tanggal november ingat hari pahlawan tahu kamu peristiwa apa jadi tanggal sebut,2
2021-11-11,bbt_kemenperin,temu jumat jumat datang,1
2021-11-11,maarifinstitute,sangat jalan visi merdeka ajar wujud generasi ajar pancasila cerdas karakter kami harap gagas diskusi temu dapat lahir inisiatif baru lebih efektif efisien terus tingkat daya pikir kritis,1
2021-11-11,Maryamsoloe,kampus merdeka keras seksual merdeka ajar yuridis bisa laku langkah langkah legal laku keras seksual bukan legal perzinahan asumsi pihak pihak gagal faham,2
2021-11-11,putiandamdewi16,permendikbudristek perlu sosialisasi lebih luas kepada publik merdeka ajar episode empat belas kampus merdeka keras seksual,1
2021-11-11,SelviaPakasi1,anak kami tinggal ajar hanya tidak ada guru ajar bagaimana bisa wujud merdeka ajar anak didik tidak bisa ajar baik tidak ada guru kelas bagaimana bangsa bisa tuju generasi emas merdeka ajar tidak wujud,1
2021-11-11,super_ega99,perlu sosialisasi lebih luas publik merdeka ajar episode kampus merdeka keras seksual tuju pasti jaga hak warga negara atas didik lalu cegah tangan keras seksual lingkung,1
2021-11-11,itbofficial,tim fsrd itb kenal teknik batik guta tamarin papuabaca berita lengkap laman,2
2021-11-11,daniellsinaga,salah satu ciri merdeka ajar yapeserta didik dapat pilih banyak cara ajar capai tuju ajar dapat refleks ajar diri maupun teman,0
2021-11-11,bernadus_tolang,kabar gembira bagu guru bijak permendikbud nomor buat sinyalir legal sex kampus moga cepat cari jalan keluar baik salam merdeka ajar,1
2021-11-11,kb_ntb,hari pahlawan nasional baru kita lewat ada harap baru pesan agung ir soekarno hari kita jadi pesan pahlawan jadi inspirasi sama,2
2021-11-10,RISET_GONDOL,lepas mahasiswa ilmu akuakultur universitas airlangga telah selesai laksana giat pkl merdeka ajar lama bulan giat riset lobster bbrblpp,0
2021-11-10,dbrahmantyo,film cerita panjang baik tahun salin cahaya produksi rekata studios kaninga pictures produser adi ekatama ajish dibyo willawati,1
2021-11-10,dbrahmantyo,sutradara baik wregas bhanuteja film salin cahaya,0
2021-11-10,dbrahmantyo,harga abdi umur hidup kepada film beri kepada lidia djunita pamontjak jajang noer,1
2021-11-10,dbrahmantyo,arah sinematografi baik gunnar nimpuno film salin cahaya karya kritik film baik gaga jahanam karya kukuh yuda karnanta fib unair,2
2021-11-10,dbrahmantyo,tata suara baik sutrisno satrio budiono film salin cahaya arah artistik baik dita gambiro film salin cahaya,1
2021-11-10,dbrahmantyo,tata musik baik yennu ariendra film salin cahaya cipta lagu tema baik mi tiara lagu bawah langit raksasa film salin cahaya,1
2021-11-10,dbrahmantyo,tata efek visual baik bintang adi pradana film preman sunting gambar baik ahmad yuniardi film salin cahaya,1
2021-11-10,dbrahmantyo,per dukung perempuan baik marissa anita film ali ratu ratu queens per dukung pria baik jerome kurnia film salin cahaya,1
2021-11-10,dbrahmantyo,tata busana baik fadil putri yunidar film salin cahaya tata rias baik novie ariyanti film preman,1
2021-11-10,dbrahmantyo,iklan dulu selamat apresiasi tinggi kepada sineas prestasi harum nama indonesia kancah internasional,1
2021-11-10,dbrahmantyo,presiden saya bangga tengah pandemi film indonesia mampu hadir prestasi bangga kancah dunia,2
2021-11-10,dbrahmantyo,presiden wujud harga tinggi juang budaya tadi pagi saya anugerah gelar pahlawan nasional kepada bapak film indonesia usmar ismail,1
2021-11-10,fzthalib,selamat hari pahlawan balik foto iconic bung tomo,1
2021-11-10,dbrahmantyo,film dokumenter pendek baik three faces in the land sharia film dokumenter panjang baik invisible hopes,1
2021-11-10,dbrahmantyo,menang film animasi pendek baik ahasveroz film animasi panjang baik nussa film cerita pendek baik laut panggil,1
2021-11-10,dbrahmantyo,saksi malam anugerah piala citra festival film indonesia tahun youtube,1
2021-11-10,manikrarasantin,pak nadiem makarim kampus merdeka harus seksual segera terbit sop tangan cegah keras seksual instansi didik tanda tangan petisi lewat,2
2021-11-10,collegemenfess,teman ikut puncak acara konferensi mahasiswa merdeka ajar usung tema jadi muda merdeka daya karya cocok banget buat mahasiswa ken daya karya nihh cusss gratisss,2
2021-11-10,ftsprm,tuhan bisa kamu turun gelar sarjana tanpa skripsi aku ingin wisuda tuhan jawab merdeka ajar publikasi jurnal sono,1
2021-11-10,BadanBahasa,halo cerita rumah adat minangkabau sebut rumah gadang anda pernah kunjung rumah gadang fakta anda tahu rumah gadang,2
2021-11-10,kumparan,merdeka ajar salah satu ikhtiar dobrak jumud dunia didik indonesia,2
2021-11-10,itbofficial,ukur elevasi muka air laut penting kira volume lapis globalbaca berita lengkap laman,2
2021-11-10,GesuriID,universitas tanjungpura pontianak luncur program pintar kuliah kerja nyata kkn digital merdeka ajar kampus merdeka mbkm pintar village baru baru,1
2021-11-10,Telkomsel,gak mau giat ajar batas iklan youtube jumlah kuota pakai kuota merdeka ajar kuota hingga gb dapat voucher youtube premium bisa akses konten tanpa iklan info,2
2021-11-10,Kemdikbud_RI,selamat ingat galungan kuningan umat hindu moga tuhan maha esa beri damai sejahtera hidup kita,1
2021-11-10,bbgpjateng,selamat sambut hari suci galungan kuningan umat hindu moga ida sang hyang widhi wasa beri rahayu,1
2021-11-10,kalderanews,ini arti kampus merdeka bijak merdeka ajar ala mendikbud nadiem,1
2021-11-10,kalderanews,diri cikal minta jamin merek merdeka ajar hibah kemendikbud,2
2021-11-10,itbofficial,bangsa besar bangsa hormat jasa pahlawan pahlawan inspirasi selamat hari pahlawan nasional november,1
2021-11-10,gtk_kemdikbud,selamat sambut hari raya galungan kuningan sahabat guru tenaga didik umat hindu moga ida sang hyang widhi wasa beri berkah rahayu,1
2021-11-10,isbibandung,cipta tangara deara jembar pangestu,0
2021-11-10,kmitugm,hearing departemen bahas isu mbkm apa sih kalian bingungin mbkm nah jawab bingung teman teman kait mbkm laku hearing department upa sosialisasi merdeka ajar kampus merdeka,1
2021-11-10,isbibandung,vaksinasi covid massal dosis mahasiswa isbi bandung masyarakat umum,0
2021-11-10,cocokpedia,konsep merdeka ajar pundak guru gerak ruang guru,1
2021-11-10,Kemdikbud_RI,selamat ingat hari pahlawan selalu kami kenang semangat juang inspirasi kami terus juang ajar karya lebih baik,1
2021-11-10,dit_sma,selamat hari pahlawan november siapa pahlawan jadi inspirasi kamu,0
2021-11-10,isbibandung,rektor segenap keluarga besar isbi bandung turut duka cita atas wafat arif abadi kom,0
2021-11-10,Radar_Cirebon,cirebon banyak mahasiswa fakultas ekonomi fe universitas swadaya gunungjati ugj cirebon dapat sempat ikut program merdeka ajar kampus merdeka mbkm,2
2021-11-10,litbangdikbud,kita kokoh satu bangun negeri penuh semangat pahlawan,1
2021-11-10,gtkdikmendiksus,selamat hari pahlawan november sama sama kita kenang hormat juang pahlawan juang tahan merdeka republik indonesia merdeka,1
2021-11-10,kb_ntb,laksana upacara bendera ikut selaluruh pegawai rangka hari pahlawan nasional halaman kantor bahasa provinsi ntb rabu pahlawan inspirasi,2
2021-11-10,PAUDDikdasmen,selamat hari pahlawan november kita perlu juang lawan pandemi covid landa dunia kita semangat juang pahlawan inspirasi,2
2021-11-10,InabaUniversity,selamat hari pahlawan hindu rahajeng rahina galungan,1
2021-11-10,iainsasbabel,tingkat reputasi dapat sinergi wujud tri dharma guru tinggi terap merdeka ajar kampus merdeka ujar rusydi merdeka ajar kampus merdeka rupa bijak menteri didik budaya nadiem makariemyang tuju,1
2021-11-10,iainsasbabel,ia aku kerjasama ini sangat manfaat lembaga optimalisasi terap merdeka ajar kampus merdeka kerjasama harus tindak lanjut lewat menginplementasikan program giat ada kerjasama moga dapat sama sama,1
2021-11-10,iainsasbabel,iain sas bangka belitung sama ptkin lain jalin kerja sama merdeka ajar kampus merdekadisela sela giat fgd forum wakil rektor wakil ketua ptkin se indonesia selenggara uin mataram iain sas babel hadir wakil rektor bidang,1
2021-11-10,itbofficial,hc hatta rajasa bagi kisah sukses saturday lesson itbbaca berita lengkap laman,2
2021-11-10,kb_ntb,selamat hari pahlawan inspirasi,1
2021-11-10,masyono_,merdeka ajar merdeka apa,2
2021-11-09,Kemdikbud_RI,biasa sebut sebab kata wawas lebih jarang ucap bahkan jarang tahu masyarakat indonesia kata mawas,2
2021-11-09,Kemdikbud_RI,dia jawab masyarakat indonesia kerap ubah suatu kata baku kata mirip lebih enak dengar eufonik simak jelas nisa,2
2021-11-09,aripardhana,kampus merdeka ajar ambil sini,2
2021-11-09,DJPPRkemenkeu,lalu giat harap generasi muda dapat tahu peran penting kelola sumber daya sejak dini dapat cipta generasi mampu bawa indonesia arah lebih baik,2
2021-11-09,LLDIKTI2,hiii tanggal november giat damping kembang kurikulum dukung implementasi mbkm guru tinggi lingkung lldikti wilayah ii lanjut tuan rumah stkip islam tunas bangsa bandar lampung,1
2021-11-09,isbibandung,jumlah satu kredit semester sks program mbkm,1
2021-11-09,DitjenPK,halo dirjen imbang uang hari turut partisipasi acara kemenkeu ajar beliau buka acara ajar kuliah umum smk terbang aag adisutjipto yogyakarta,1
2021-11-09,KampusGuruCikal,kurikulum ajar merdeka ajar solusi persoalanguru,1
2021-11-09,KampusGuruCikal,motivasi guru gerak merdeka ajar berani ubah meskipuntertatih tatih,1
2021-11-09,Kemdikbud_RI,sajojo rupa lagu daerah khas papua irama ceria ajak siapa dengar ikut nyanyi tari nyanyi sama,1
2021-11-09,Kemdikbud_RI,dapat bantu wayan jawab tanya nisa ikan jawab,2
2021-11-09,newmarants,pribadi merdeka ajar karya kolaborasi,1
2021-11-09,jawapos,cegah keras seksual kampus masuk program merdeka ajar,1
2021-11-09,PAUDDikdasmen,selasa senandunghalo apa nama judul lagu mana daerah asal lagu ikut jawab kolom komentar,2
2021-11-09,dnoto_s,merdeka ajar tidak jelas bahkan turun grade kompetensi,1
2021-11-09,kb_ntb,ikut penggal wasiat pahlawan nasional tunggu muhammad zainuddin abdul madjid konten kita renung sama,1
2021-11-09,FachmyRusli,wujud merdeka ajar mereka mohon dukung doa donasi,1
2021-11-09,jawapos,merdeka ajar menteri didik budaya riset dan teknologi masih komersialisasi,1
2021-11-09,LLDIKTI2,hiii punya hobby tulis kan yuukk jangan lewat sempat posting ulang from buru partisipasi ajak sobat sobat merdeka ajar lain lalu taut link ikut,2
2021-11-09,BRPI_Sukamandi,mahasiswa fk biologi presentasi hasil giat pkl program merdeka ajar kampus merdeka giat monitoring giat mahasiswa,2
2021-11-09,BorneoStreet,perintah kabupaten kubu raya pasti mulai terap kurikulum muat lokal didik lingkung gambut konsep merdeka ajar siswa smp derajat tahun,1
2021-11-09,nttpembaruan,wujud merdeka ajar serta didik lalu ajar berdiferensi via,1
2021-11-09,anak_sasi,apa makna merdeka ajar sasiers,1
2021-11-09,perpusdikbud,rangkai bunga rampai diri buku jumlah topik dukung tuju bangun lanjut sustainable kembang goals sdgs capai tuju indonesia emas lengkap baca,2
2021-11-09,DiskominfoKudus,rabu november wibmenggunakan media online zoom meeting tema literasi digital dukung merdeka ajar buka presiden joko widodo sertifikat menteri kominfo voucher tarik serta,1
2021-11-09,kb_ntb,kata kelet sakelet bahasa samawa sumbawa,2
2021-11-09,itbofficial,itb kembang inovasi integrasi budidaya tomat lebahbaca berita lengkap laman,1
2021-11-09,IbraThalib1,sablon kaos pakai tulis merdeka ajar maksud apa bebas zina ajar,2
2021-11-09,kompasiana,merdeka ajar merdeka siswa,1
2021-11-08,sashahongstar,memang benar sekarang jaman merdeka ajar murid objek sekaligus subjek guru hanya fasilitator sekarang ajar kelas luar kelas tuntut harus mandiri inovatif kreatif kolaboratif manfaat media keliling kalian,1
2021-11-08,isnugroho_endro,merdeka ajar merdeka seks arti bebas ajar bebas seks,2
2021-11-08,jangandiikuti1,arti merdeka ajar kemarin aku tanya pak dosen kait pedagogi merdeka ajar beliau kasih contoh kayak video kata mesti jawab absurd bisa gak salah pakai standar merdeka ajar,2
2021-11-08,Kemdikbud_RI,bantu martha tebak judul lengkap lirik lagu hilang,1
2021-11-08,barrysianturi,b patrap triloka ngarsa tut wuri handayani bisa makna ulang lalu buku gak jadi sekadar jargon doang didik merdeka merdeka ajar apa lah apa lah perlu makna interpretasi ulang berangkat pikir beliau,1
2021-11-08,AntoKuswoyo,bentuk apresiasi pahlawan telah merdeka nkri kini telah pasuk era merdeka ajar,1
2021-11-08,depoknetworkcom,temu didik nusantara viii tahun ketua kgbn kota depok gerak wujud merdeka ajar,1
2021-11-08,isbibandung,jaipong skripsi risa dwi ayudia tahun,2
2021-11-08,kursuskita,cepat transparan percaya,1
2021-11-08,ibnukembar,diskusi tanpa batas bebas dapat tanpa sekat merdeka ajar lama lahir sini,2
2021-11-08,PAUDDikdasmen,kata kartini jangan pernah serah kamu masih ingin coba jangan biar sesal datang kamu selang menang ayo kita terus usaha gapai cita cita,2
2021-11-08,Kemdikbud_RI,ikut buka konferensi nasional sejarah hari pukul wib kanal youtube kemendikbud ri zoom acara buka resmi presiden ri jangan lewat,2
2021-11-08,kb_ntb,kata sejati bahasa sasak lombok,2
2021-11-08,pascauinsuka,information repost from selamat datang mitra program merdeka ajar kampus merdeka mbkm uin sunan kalijaga november lengkap,1
2021-11-07,Genpi_Co,program merdeka ajar kampus merdeka mbkm bakal jawab tantang transformasi bidang didik,2
2021-11-07,Beritasatu,program merdeka ajar jawab tantang transformasi didik,2
2021-11-07,5tup_id,halo adik mahasiswa indonesia apa kabar kalian semua sibuk merdeka ajar kampus merdeka,2
2021-11-07,isbibandung,umum hasil seleksi administrasi seleksi buka jabat pimpin tinggi jpt eselon ii kepala biro akademik umum institut seni budaya indonesia isbi bandung,2
2021-11-07,isbibandung,seminar nasional rajut mbkm lalu abdi masyarakat kuat tulis artikel jurnal nasional akreditasi,2
2021-11-07,Kemdikbud_RI,protokol sehat wajib ikut seluruh masyarakat masuk anak anak usia tentu biasa anak guna masker tentu tidak mudah perlu laku anak tetap lindung covid,0
2021-11-07,uinradenintan,ptkin jalin kerja sama merdeka ajar kampus merdeka,1
2021-11-07,uinradenintan,mahasiswa uin ril lolos program juang muda kampus merdeka,2
2021-11-07,FahmiMuwafiq,anjing kanal telegram merdeka ajar isi curhat kisah sedih alam masa lalu ajar guru guru killer nyata banyak punya masa lalu kelam,1
2021-11-07,neww_yyorkk_shh,merdeka ajar kakak,1
2021-11-07,itbofficial,kenal dunia sains mahasiswa teknik fisika ajak siswa eksperimen lalu playgroundbaca berita lengkap laman,1
2021-11-07,Kemdikbud_RI,selamat ingat hari wayang nasional terus kenal cinta budaya wayang indonesia,1
2021-11-07,wilda1ks,metode kyai dahlan asli merdeka ajar banget,2
2021-11-07,zonakaryaid,karya kalian anak seni rupa manfaat kurikulum merdeka ajar kaya bagaimana,1
2021-11-07,isbibandung,haleuang sinden dina wanda ketuk tilu mia wahyuni album paraguna masagi,2
2021-11-06,rhoenpoere,cgp angkat pulau taliabu ajar,1
2021-11-06,naufalfikrians,didik indonesia milik menteri didik didik indonesia hanya hak universitas bawah naung menteri didik merdeka ajar kata,2
2021-11-06,SayeBudaye,tahu main bakiak milik makna sendiri lho simak informasi gambar,2
2021-11-06,bpmp_gorontalo,ikut kepala lpmp provinsi gorontalo kepala subbagian selaku ketua tim bangun zi wbk sama seluruh anggota tim zi wbk lpmp provinsi gorontalo lengkap,2
2021-11-06,khrrnisaaa,kata merdeka ajar,0
2021-11-06,Kemdikbud_RI,pernah dengar main matombok main tradisional asal minahasa sulawesi utara milik arti bidik asal biasa masyarakat minahasa cari buah kemiri,2
2021-11-06,dit_sma,giat apa kamu laku libur sekolah cerita komenta,1
2021-11-06,isbibandung,we proudly greet our alumnus mustika iman zakaria,0
2021-11-06,itbofficial,ic b valorisasi sumber sumber daya hayati cipta dunia berkelanjutanbaca berita lengkap laman,2
2021-11-06,kb_ntb,ikut peringkat besar tinggi capai nilai uji mahir bahasa indonesia adaptif merdeka tingkat smp mts sama smk se ntb per november semangat terus ikut,1
2021-11-06,bempsiUNAIR,something coming salam mahasiswa merdeka eitssss what will happen tunggu tunggu akhir jawab puncak acara konferensi mahasiswa merdeka ajar hadir,2
2021-11-06,disdik_crbkab,bakar lemak bugar ceria hari sabtu tetap semangat beraktifitas olah raga favorit mu apa,1
2021-11-06,disdik_crbkab,smash pukul serang tuju mati tahan lawan sekaligus raih point smash laku cepat arah bawah kuat tajam arah bidang lapang lawan,2
2021-11-06,Moenir_Kang,kampus merdeka merdeka ajar arti kampus masih jajah ajar belenggu,2
2021-11-06,Kemdikbud_RI,harga sebut raih telah saing puluh instansi perintah lain kategori menteri lembaga bumn bumd guru tinggi negeri,2
2021-11-06,Kemdikbud_RI,menteri didik budaya riset dan teknologi hasil raih harga baik kategori media sosial anugerah media hubung masyarakat terima kasih atas dukung moga raih sebut dapat pacu kami terus beri layan informasi baik,1
2021-11-06,univ_pasundan,menteri didik budaya riset dan teknologi lalu direktorat jenderal ajar mahasiswa ditjen belmawa laku monitoring evaluasi monev laksana program bantu kerja sama kurikulum implementasi merdeka ajar kampus merdeka kski mbkm unpas jumat,1
2021-11-05,gita_theresa,adaptasi teknologi kita hidup zaman teknologi jadi urgent rasa hari tidak ada uang teknologi hidup tidak ada uang arti,2
2021-11-05,sahidkuu,merdeka ajar beri sempat berkarir luas luas kampus ajar susah rekognisi sks cocok buat mahasiswa fkip lah bagaimana ibu dosen,1
2021-11-05,isbibandung,dokumentasi tugas akhir alumni prodi seni tari judul,2
2021-11-05,mintyalatte,saya baru sadar merdeka ajar tuju buat saya gak pernah pikir belum,2
2021-11-05,Fk2Pt,diskusi internal fk seri tema bangun jejaring internal fk implementasi bijak merdeka ajar mbkm didik sarjana ikan tangkap,2
2021-11-05,SenatorSigit,telah ikut program merdeka ajar kampus merdeka ipb brand partner paragon wardah emina aku dapat bingkis dong dapat banyak ilmu eko souvenir dapat duit hahaha,1
2021-11-05,bukik,raya asesmen desain ekosistem merdeka ajar,1
2021-11-05,r3tmono,merdeka ajar sejak usia dini via,1
2021-11-05,HadzamiS,bahkan pak jokowi sering suara begitu pak nadiem makarim mengsusulkan merdeka ajar kembang sangat tarik,1
2021-11-05,itbofficial,cara cegah celaka terap konsep jalan berkeselamatanbaca berita lengkap laman,2
2021-11-05,Tanjungokee,kampus merdeka ajar,1
2021-11-05,litbangdikbud,selamat ingat hari cinta puspa satwa nasional tumbuh rasa cinta puspa satwa jaga lestari keanekaragaman hayati indonesia cinta,1
2021-11-05,bpmp_aceh,adapun tuju laku monitoring kumpul informasi kena paham implementasi laksana imbas laksana masalah laksana kuat literasi numerasi sekolah,2
2021-11-05,UdayanaUniv,lupa unud gelar lokakarya sempurna kelola merdeka ajar kampus merdeka mbkm universitas udayana,1
2021-11-05,humas_smd,rangka laku kerjasama perintah daerah sumedang sama ui universitas indonesia kait implementasi program mbkm merdeka ajar kampus merdeka perintah daerah kabupaten sumedang terima kunjung kerja universitas indonesia tempat command center ipp,1
2021-11-05,kalderanews,solusi merdeka ajar masa pandemi,2
2021-11-05,ambon_lpka,wujud merdeka ajar lpka ambon giat anak ajar mandiriselengkapnya,1
2021-11-05,insanskulkasih,ngobrol bareng pak widyastomo nugroho kasek kanisius hasanuddin semarang jam sore live instagram,1
2021-11-05,akuadoke,telah lama tanya tanya bagaimana konsep merdeka ajar untung alhamdulillah iseng buka simpkb trus nemu latih,0
2021-11-05,PAUDDikdasmen,tanggal november ingat hari cinta puspa satwa nasional hcpsn ayo kita cinta lindung lestari puspa satwa indonesia,1
2021-11-05,KantorBahasaGTO,kbhs gorontalo siapa mau tulis contoh kalimat lain moduudobo kolom komentar,2
2021-11-05,Kemdikbud_RI,terus usaha gigih capai tuju kata ilmuwan bidang kimia mikrobiologi asal prancis louis pasteur,2
2021-11-05,teknokrat_id,helena cynthia agustin didik bahasa inggris,2
2021-11-05,teknokrat_id,halo sobat juarauniversitas teknokrat indonesia baik pts sumatera lepas berangkat mahasiswa serta tukar merdeka ajar tuju universitas atma jaya yogyakarta mahasiswa sebut laksana kuliah luring lama ajar semester,2
2021-11-05,perpusdikbud,lalu buku kakek baruna cerita baruna dua sahabat kena kapal pinisi legenda kapal pinisi pertama cerita kakek baruna nyata rahasia kapal kuat kita baca buku sama sama unduh,1
2021-11-05,TribunMataraman,banyak mahasiswa kota diri dapat beasiswa didik merdeka ajar simbolis serah langsung wali kota diri,2
2021-11-05,disdik_crbkab,salah satu manfaat tata arsip baik simak informasi ikut bisa bantu teman teman arsip,2
2021-11-05,dirknuari,kuliah kan bebas mimbar akademik lama penting kembang intelektual harus tidak jadi masalah jargon sekarang merdeka ajar,2
2021-11-05,paudpedia,halo ayah bunda ikut ngobrol santai paud dia episode tema pulih semangat anak sambut ajar tatap muka batas ayo catat waktu jangan lupa ikut,0
2021-11-05,kb_ntb,kata parica bahasa mbojo bima,2
2021-11-05,AKGrubS30,dal tingkat mutu didik didik kualitas deret kata tingkat segala kamu harus tinggal jam kamu semangat semangat ajar,1
2021-11-05,itbofficial,bantu bangun science techno park ganesha itb ikan plakat apresiasi kepada astra international rau coalbaca berita lengkap laman,2
2021-11-04,collegemenfess,saya now watching tny dong especially kakak pgsd kalian ikut program kampus merdeka ajar gak trus sedang apa tia,2
2021-11-04,progresnews_id,temu nadiem bahas putar upaya upaya perlu laku maju program merdeka ajar kampus merdeka mbkm utama guru tinggi ada bawah naung lptnu,1
2021-11-04,BadanBahasa,salah satu bidang kbbi tata busana ikut beberapa kosakata bidang tata busana,1
2021-11-04,ditpsd_dikbud,teman santai sore hari kita main tebak tebak hayo coba tebak hewan gambar ikut jawab kolom komentar,1
2021-11-04,gtkdikmendiksus,alam praktik baik lalu taut dapat hadiah tarik kami bagi ajar sama,1
2021-11-04,LLDIKTI2,hiii seh giat ajar mbkm penasaran kan yuukk kita simak sama studi proyek independen rupa bentuk ajar akomodasi giat mahasiswa milik minat wujud karya inovatif,1
2021-11-04,Kemdikbud_RI,percaya sumur neraka sumur barhout mahra yaman kenal sebut sumur neraka anggap tempat seram padahal sumur justru simpan ajaib alam tidak seram sebut,2
2021-11-04,itbofficial,laku usaha mode perlu baik alam konsumen belanja pandemibaca berita lengkap laman,2
2021-11-04,jawapos,merdeka ajar rumah ajar,1
2021-11-04,kb_ntb,hari louisa may alcott buku little women rendah hati kita simak sama,2
2021-11-04,MelianaMhely,kita masih malu aku bebas akademik mbak malu berfikir merdeka padahal kampus dorong terap merdeka ajar,2
2021-11-04,itbofficial,kunjung kerja itb bapak bahas kembang teknologi pertahananbaca berita lengkap laman,0
2021-11-04,isbibandung,kelas kreatif workshop tari gaplek,1
2021-11-04,isbibandung,potret kreativitas mahasiswa milenial cipta busana bas batik mira marlianti wuri handayani,1
2021-11-04,liputan6dotcom,silaturahmi pbnu nadiem makarim bahas merdeka ajar kampus merdeka,1
2021-11-04,Kemdikbud_RI,serta ikut seluruh rangkai acara registrasi zoom hak dapat sertifikat hadiah tarik pena baik segera daftar diri dapat saksi,2
2021-11-04,Kemdikbud_RI,ikut episode guru makin jago ajar lebih seru kamis november pukul wib,1
2021-11-04,itbofficial,tim ppm sith itb desain green house ering kopi gunung geulisbaca berita lengkap laman,2
2021-11-04,CorruptMustDIE,sebentar jadi duta maksiat alih padahal,2
2021-11-04,mimi_chimmy,program pintar kkn digital giat kuliah kerja nyata kkn kolaborasi damping desa tuju desa mandiri mahasiswa jalan program merdeka ajar kampus merdeka mbkm lalu terap digitalisasi desa pintar government pintar society pintar economy,1
2021-11-04,kb_ntb,informasi lupa simak acara siar bahasa sastra besok jumat november pukul wita tema korpus kamus digital sampai rizki gayatri rumah,2
2021-11-03,umpalangkaraya,prestasi mahasiswa gabung ukm tapak suci,2
2021-11-03,umpalangkaraya,informasi wisuda tahun,2
2021-11-03,isbibandung,vaksinasi dosis ii covid massal isbi bandung mahasiswa masyarakat umum,0
2021-11-03,isbibandung,final pasanggiri gamelan degung piala wiranata sumah,1
2021-11-03,BadanBahasa,anak harap motivasi konsumsi sehat tubuh mereka lebih jaga baca kisah lengkap,0
2021-11-03,arsyputris,program rupa giat kkn kolaborasi pentahelix upa damping desa tuju desa mandiri mahasiswa jalan program merdeka ajar kampus merdeka,1
2021-11-03,AprianiRiya,buat belum tahu program rupa giat kkn kolaborasi pentahelix upa damping desa tuju desa mandiri mahasiswa jalan program merdeka ajar kampus merdeka,1
2021-11-03,isbibandung,aktif taut kolaborasi kini isbi bandung laku penandatanganan moa uitm cawangan perak tindak nyata bubuh tahun,1
2021-11-03,ipungnet,ajar anak anak banget wates kulon progo jogjakarta hadiningrat,1
2021-11-03,kursuskita,kamu dapat ilmu alam kompeten dapat sertifikat kompetensi mau buat artist tenar tanah air ayo kursus link daftar ayo kursus,1
2021-11-03,PDI_Perjuangan,harga beda bingkai nkri program tukar mahasiswa jalan bijak merdeka ajar kampus merdeka mbkm canang kemendikbud terang wakil walikota akrab sapa mbak ita,1
2021-11-03,PDI_Perjuangan,salah satu wujud implementasi bijak merdeka ajar kampus merdeka mbkm tukar mahasiswa merdeka laku tumbuh rasa cinta mahasiswa agam budaya indonesia baik pariwisata,1
2021-11-03,Kemdikbud_RI,tahu kaldu kokot sumenep masuk karya budaya baru tetap oktober lalu kuliner bahan utama kikil sapi kuah kaldu campur kacang hijau,1
2021-11-03,itbofficial,kelola limbah harus dapat prioritas bagai pihakbaca berita lengkap laman,2
2021-11-03,OmbudsmanJambi,ketua ombudsman ri mokh najih beri kuliah umum kait sinergitas ombudsman ri didik tinggi merdeka ajar kampus merdeka mbkm univ muhammadiyah jambi,1
2021-11-03,PAUDDikdasmen,batas bukan halang terus karya nova aurora bawono salah satu alumni smplb negeri malang milik banyak prestasi ayo semangat prestasi,2
2021-11-03,itbofficial,selamat siang kamu itb milik bagai macam program merdeka ajar kampus merdeka baik internal mahasiswa itb mahasiswa luar itb lengkap dapat lihat laman lalu instagram,1
2021-11-03,isbibandung,lomba budaya tari nusantara,1
2021-11-03,isbibandung,trailer smarakingkin fatma latansa indrali,0
2021-11-03,yarsiuniversity,pepsodent dental expert center unilever indonesia tbk kolaborasi sama fkg univ yarsi ada acara konsultasi gigi tanggal nov waktu wib,1
2021-11-03,Kemdikbud_RI,rangka ingat bulan bahasa sastra ada lomba pidato festival handai indonesia salah satu menang aya mohamed khalil asal mesir simak pidato bhinneka tunggal ika,2
2021-11-03,kb_ntb,saksi bincang seru putar bina bahasa siar sasambo episode tayang dapat anda nikmat youtube kantor bahasa provinsi ntb eksklusif akun spotify siar sasambo,1
2021-11-03,unaminofficial,dokumentasi buka monitoring evaluasi program bantu kerjasama kurikulum implementasi merdeka ajar kampus merdeka mbkm program studi php olah hasil ikan danprogram studi ilmu perintah umsorong tahun,1
2021-11-03,IkasbiK,lalu program merdeka ajar rancang implementasi baik hard skills soft skills mahasiswa bentuk kuat,1
2021-11-03,itbofficial,proker prestasi tim hmft itb raih juara microblogging ietd baca berita lengkap laman,2
2021-11-03,jawapos,festival panen hasil karya wujud merdeka ajar sman kota bima,1
